repository	commit	date	subject	subsystem	disposition	relevance reason
v8/v8	77d59feffe22715832b49305d2d45173da6cfb4e	2025-10-28T14:30:37+01:00	[tools] Update jetstream paths	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	c9bb0048e95054e945d002f6ce3af640b1175ab9	2025-12-03T16:01:56Z	[arm64][wasm] Use LaneSizeField for SIMD FMA/FMS instructions	compiler-backend-regalloc	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	0302c10dc9841eebef15a8ede8e3436b8d1cbb48	2025-10-27T17:05:21-04:00	[cctest] Move MockPlatform to heap-utils	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	3c883d5573c3524eeb2a8782d48c2abbe387ab7b	2025-12-04T12:43:06+01:00	[turbolev] Properly handle exceptions blocks in range analysis	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	9262963f4eb5763daa8c1c5a51aba4a4c9924b35	2025-12-04T11:46:01+01:00	[regexp] Re-enable assembling JIT-code from bytecode behind --future	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	6decfdac6e891f9332f8b4cb5e3c114cb8d13fe0	2025-12-03T20:19:16+01:00	[regexp] Rename FixedLengthLoopState to SpecialLoopState.	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	da88558668097ae65184c67c3045ec1b3debb14f	2025-12-04T07:37:16+01:00	[regexp] Modernize bytecode handling in peephole optimizer	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	075f724e307fae293685378b5e3a1770aaad46cc	2025-12-04T13:33:14+01:00	[heap] Minor cleanup for GCTracer	heap-backing-store	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	915b2e6f3e8ab18839c4f7e539072682c1b473a3	2025-12-04T13:29:56+01:00	[heap] Fix no LocalHeap in GlobalSafepointInterruptTask	heap-backing-store	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	f63d6c99db14efb8cb33cd59a5e14ae6fa3642f2	2025-12-04T12:58:41+01:00	[wasm][fuzzer] Handle Tuple2 in tables	wasm-tests	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	ff2d301a8ca5d33bffec8b6ee6314d6ed4250ddb	2025-12-04T13:36:56+01:00	[regexp] Modernize bytecode handling in interpreter	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	5d153277234bd7fa8a2892da610f616ea5423219	2025-12-04T13:42:09+01:00	[cppgc] Fix CycleEndHistogramReportsCorrectValues test	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	8178a2371aef6924dc2d056bbb0bdc263bc2529d	2025-12-04T10:53:21+09:00	[wasm][interpreter] Remove IsolateAddressId in favor of IsolateFieldId	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	fa14ddd4c71d91d8e45709b564d6b0fa021169e1	2025-12-03T16:49:09-05:00	[base64] Avoid temporary buffer in Uint8Array.fromBase64	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	4a10f167aba189fe93b5a7d53a402a3a224599a8	2025-12-01T14:54:38+01:00	[wasm][cleanup] Drop some deprecated ValueType methods	wasm-liftoff	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	c135d5e81f82720d049c98a339b5091011016240	2025-11-24T11:22:12-05:00	[api][strings] Optimize ContainsOnlyOneByte with SIMD	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	fb35206a103fb4a47b156975191dac4de9315a84	2025-12-04T14:06:55+01:00	[regexp] Less verbose struct field names.	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	e3a9f7a596aba87ee22f2fc8956db4ed1d637876	2025-12-04T09:41:38-05:00	[heap] Fix build when V8_CONTIGUOUS_COMPRESSED_RO_SPACE is not defined	codegen-platform	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	e2c1759aec834e5866eda1a5e14404a72973ac51	2025-12-04T16:53:37+01:00	[wasm] Templatize import wrapper cache	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	e1a4b87f03d714e2760b40fee5d99dd15414ba9a	2025-12-04T08:00:54-08:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	307e679c5ad3503c771b64e90e79d384edfc16e0	2025-12-04T16:07:18+01:00	[heap] Clarify comments on contiguous read-only space.	heap-backing-store	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	f91f6775b20929d862d7e9c508139466e2102d96	2025-12-02T20:46:57Z	[torque] Refactor const ref string params to string_view.	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	7802ed8975d242266f1507c85de670fc14af50a1	2025-12-04T21:51:22+01:00	base:: Replace most usages of AsAtomicPtr with std::atomic_ref	heap-backing-store	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	bfeed30fb396abd614b2b3242533da3eceeeb795	2025-12-04T20:03:10-08:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	50fd34abb8d2fb7b630ef79b4b90a13bbc34ad56	2025-12-04T11:02:04+01:00	[*lev] Support inlining of async functions	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	c2fb1223fcb54437f226a9fff5fbbac0e1723467	2025-12-04T15:07:39+01:00	[sandbox] Check that forward jumps jump forward in BytecodeVerifier	sandbox-pointer-cages	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	efa8a88cb1dc4813678a61bb4ee74bd93cc7c583	2025-12-05T08:32:29Z	[sandbox] Forbid %GetBytecode for non-sandbox fuzzers	other	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	60dafc4133e54b8b71518bff90945c130f4d13e6	2025-12-04T16:52:29+01:00	[strings] Fix SharedStringAccessGuard for strings in shared space	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	5542a633699707fc3ec4c496981884f45cda637d	2025-12-04T16:56:45+01:00	[strings] Improve SharedStringAccessGuardIfNeeded	compiler-other	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	e5a59e6a84fee8ee60a789612bebb25d77cdccd3	2025-12-04T17:45:05+01:00	[regexp] Change BytecodeGenerator to use new Bytecode format	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	5c2f9828bd687d293c953951d87367832b0fbb35	2025-11-27T08:47:44Z	[platform][api] Refactor PlatformSharedMemoryHandle.	codegen-platform	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	b8b466863c31eb57d62b8cf344b8531c93b3ed91	2025-12-05T12:52:30+01:00	[regexp] Modernize bytecode enums and usage	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	b0ffc9524c659b30a7a9ef94c69b41ac5f7fc455	2025-12-05T12:45:31+01:00	[ignition] Invalidate BytecodeArrayIterator when done	sandbox-pointer-cages	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	7075cb64bd3e63e884fc87c7e043c82cff7d0115	2025-12-05T12:38:29+01:00	[regexp] Remove legacy bytecode names and helpers	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	15c5328b3d91f788644aeff9e05f14e10969061a	2025-12-05T13:56:09+01:00	[turbolev] Constant fold more Float64 ops	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	f4c4cb63d819e7e7e10ac10c4559f0af27d4d6c2	2025-12-05T12:56:53+01:00	[wasm][wrappers] Deduplicate isolate member	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	aa7b53c2d6b130f04a190e4eafd140e2e652d81e	2025-12-05T05:39:34-08:00	Revert "[auto-roll] Diagnose login by running creds-check"	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	512aad9be8917e78336cb1d6d4409a17eae5210e	2025-12-05T12:56:16+01:00	[holes] Enable --unmap-holes by default	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	bdded6d6795a1fcf21ba9bdb31071f74b7436402	2025-12-05T15:05:03+01:00	[contexts] Cleanup NativeContext::IsDetached() and friends	compiler-other	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	bc683ddf910a5225980b455fafa83fa0071bcbdd	2025-12-05T15:18:27+01:00	[turbolev] Constant fold IEEE functions	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	321462e6cc2e5ac24ff66e68c66f1bd8fdb5f02d	2025-12-05T14:36:50+01:00	[regexp] Use RegExpBytecodes::FromPtr in Getter DCHECKs	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	29b2f74fb42c4adb1f74789a0722ac178238ee8f	2025-12-05T16:22:52+01:00	[compiler] Fix missed dependency for constant fields on unstable maps	compiler-other	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	9871c4629f3b1a230ddb0db92c3265ba13a03813	2025-12-05T08:01:55-08:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	6d61600863e8e963bd3caf54c56ec6a5f1de06a6	2025-12-05T19:04:08+01:00	[api] Remove deprecated v8::ReturnValue<void>::Set() and SetNonEmpty()	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	f613227e68a8212ef7d8d8cde9edcbc41c636a93	2025-12-05T11:37:31-08:00	Reland "[auto-roll] Diagnose login by running creds-check"	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	68852a942b46b1bb2a64198210d8923874869af0	2025-12-05T17:58:24+01:00	[wasmfx] Introduce stack wrapper cache	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	011e05c02a479e6e641d864d8e83bccc8daebb94	2025-12-05T20:03:05-08:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	9f59ea926d89c14725b42ece382872eeb32f3dee	2025-12-05T21:08:23-08:00	Update fuzztest (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	24ef34b1bff8f99ddc796a425f0ff4d847532a51	2025-12-06T08:02:45-08:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	5ecc236c9f6cc049ac09f2bfa447c975b4f3b837	2025-12-06T20:01:22-08:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	d7fe6c6347e59eaa1a478c7c628dc0e361633b6e	2025-12-03T09:41:19+08:00	[riscv] rename x0 to tmp1 in ByteSwap	codegen-platform	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	f5f7543b4aa73ef1813ff135c96c3aa1c044a35c	2025-12-05T15:36:49+08:00	[interpreter] Add EmbeddedFeedback bytecode operand type	sandbox-pointer-cages	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	054707792df4744bb72a27d36fbec34e3aa1f095	2025-12-07T20:03:37-08:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	12a9d1f7b8b9b93a1e04b376223ae6834b9c6e03	2025-11-21T16:55:58+08:00	[sparkplug+] Fix the check of LoadICConstantFromPrototype handler	other	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	8aca2b7d20e4813076e95afb33568746426b6b4f	2025-12-08T00:04:16-08:00	[inspector] Don't delete Channel on session disconnect	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	6f256947c3bf8eb47ab7fdd07f906fabb1e339e8	2025-12-07T21:02:13+01:00	[builtins] Cleanup CallApiGetter builtin	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	8d5aed8748634cb224aa0ba454587af5e404a31f	2025-12-08T09:06:46Z	Add missing V8_EXPORT_PRIVATE annotation	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	78b170dc17ba7fa4735536e05ba3187e81a19ea6	2025-12-08T11:03:38+01:00	[flags] Implication order should not affect final flag values	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	605f6293a217855220f89a609a87c04fde5a98cc	2025-12-08T11:22:56+01:00	[maglev] Fix wrong IEEE function calls	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	10f36f2faa3adf32fe3312cbf7a8c5a48bd35ea1	2025-12-04T10:37:44-08:00	[wasm][revec] Support revectorization of equivalent low/high operations	compiler-turboshaft	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	0cfd4cdabcd5db4139f21c39a8d75c559271996c	2025-12-08T12:30:46+01:00	[*lev] Mark generator body as dead when inlining it	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	32fd863235d5392b8333fc882e809677596c6848	2025-12-08T12:32:00+01:00	[api] Fix contextual accesses within detached context	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	30cf6998b99e4a793d8d5d5aaca96fe0879dfaed	2025-12-08T12:40:14+01:00	[wasmfx] Support arguments in stack wrapper	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	90f0297f42a7ec37aff81bb54682af005cc8456c	2025-12-08T12:44:08+01:00	[flags] Recursively reset in case of invalidated implications	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	9f693d455d6b314c608278ffaecbdaffe04663d2	2025-12-08T12:56:28+01:00	[sandbox] Add runtime function blocklist to bytecode verifier	sandbox-pointer-cages	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	3fd34cc55b2ae598042dabbb5c9b29ead044acc6	2025-12-08T05:56:35-08:00	Revert "[wasmfx] Support arguments in stack wrapper"	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	e0d9473c2bac09f52194285a88a2867dbdb061e9	2025-12-08T13:06:19+01:00	[test] Migrate assembler cctests to unittests	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	1f16450c84008ec1e62fb245dd9a9227008c0321	2025-12-08T15:32:15Z	[wasmfx][test] Skip failing test under gc_stress	wasm-other	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	523ba61bac1674cc1d890ef1b0aca9092267bc0d	2025-12-05T18:41:13+01:00	[api] Deprecate v8::PropertyCallbackInfo<T>::This()	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	f771713143b32cde52a9a2ca2f4ffb43871a2243	2025-12-08T15:43:33+01:00	[wasm][wrappers] Simplify JS-to-Wasm conversion	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	1bb5affe3f50aa11e86c86975321d5cc367dbd53	2025-11-26T20:29:13+01:00	[v8windbg] Harden Isolate* retrieval in v8windbg	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	56b6534768f1557b862aafc1c951fb2577614f8d	2025-12-08T16:13:00+01:00	[runtime] Add a global_proxy test case for SetPrototypeProperties	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	1e52fd5fd48f27a6245811dfe553960366df1461	2025-12-08T10:32:04Z	[wasm-compilation-hints] Various fixes	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	46b39f01ededfb3aea4a6cddb7e52eabef53720c	2025-12-08T16:38:50+01:00	[upsert] Fix NativeContext::initial_(weak)map_prototype_map	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	a0463223e273f5eddf1d63aaf7a31ad90f6bf086	2025-12-08T14:06:56Z	[arm64][wasm] Add [U|S]SUB[W|L][2] instructions	compiler-backend-regalloc	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	3860aa273f1dd805bd814ea0e59c03945cec34ec	2025-12-08T08:01:09-08:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	11ce8e306be20a24806efab04484952a229c1d77	2025-12-08T17:20:15+01:00	[elements] Remove bad DCHECK in CopyDictionaryToDoubleElements(..)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	98cc8c793586ffce44080bbe8fdcd5f8df35dad0	2025-12-06T19:03:29-08:00	[test262] Roll test262	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	4807fac4b333802a9522be10a659b1c66c493264	2025-12-08T14:10:19+01:00	[turbolev] More fast paths for String.p.slice	compiler-turboshaft	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	4cda46d0c29e50b84a48d5099f1be4ddea0452fe	2025-12-08T15:03:26-05:00	s390x/ppc64: [maglev] Optimize Float64 hole check	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	b0d0f315e9ccffa23d0cfbee9ba0e205525373bd	2025-12-08T17:01:26-05:00	ppc: [maglev ]Fix SubS32 instruction to set the condition code	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	a905b8309d9f3aabf47658ee5bf216a5f1eef0ee	2025-12-08T20:03:55-08:00	Update V8 DEPS (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	100be62c59d96fbd45a64d7a0fa7af6d3ee4beb8	2025-12-08T21:03:21-08:00	Update fuzztest (trusted)	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	dd49a08aa92f8cea92e88aac4474771f76253642	2025-12-08T11:33:21+01:00	[sandbox] Add Sandbox.corruptObjectField	sandbox-pointer-cages	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	b0f6a8987a2eac8823a90c997ac8ea4fa18c1a4d	2025-12-08T12:35:14+01:00	[sandbox] Accept field name in `Sandbox.corruptObjectField`	sandbox-pointer-cages	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	6de687c841082c04faf187889bd881594be3cea5	2025-12-09T09:25:59Z	[inspector] Add regression test for disconnecting while paused	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	aca7589f22cd26dbe0f00593b7eee6412c2371b7	2025-12-05T14:50:57+01:00	[maglev type system] Make GetFloat64OrHoleyFloat64Impl bail out if it detects an empty type	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	29cfd9c1597471397b49df09b856e0c60692baaa	2025-12-09T11:18:36+01:00	[heap] TRACE_GC accepts also JobDelegate	heap-backing-store	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	4901260944ccda6e61de57744fcbe95cd29eac53	2025-12-09T09:44:47+01:00	[regexp] Refactor peephole optimizer to use operand helpers	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	2e6a169a11724640286765800ca69b2390ee4771	2025-12-09T11:50:49Z	[dumpling] Dump more state	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	478bfc40e4af2ec7de4e8e68dc288f154ee510db	2025-12-08T21:05:55Z	PPC64/s390x:Drop support for Power8 and z13	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	81908e9b32fa37b785ad8ea4a7109bee4d76ea15	2025-12-09T13:04:34+01:00	[heap] Skip write barrier when resetting flushed code	heap-backing-store	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	4ef0ebf51f5a3dd5ec2d2b77e3797322879742c0	2025-12-09T19:51:22+08:00	[mips64][test] Fix build error	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	894333a910191ed0ee6e41832719b5f9ef6a2b6b	2025-12-09T13:54:47+01:00	[wasmfx] Fix allocation during stack switch	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	9360d7266952eca2601a5983bf147d1c6da527a9	2025-12-08T22:41:46+08:00	[wasm interpreter] Support Propagate Arithmetic NaN in wasm interpreter	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	a8b1405e5f769fecf4c499cd6ba9aee7cdddc798	2025-12-09T12:38:34+01:00	[turboshaft] micro-optimization of StringSlice.end computation	compiler-turboshaft	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	ae94129c92a5ccb22a072ef26c6916b8333ed77e	2025-12-09T17:27:09+09:00	[wasm-interpreter] Fix build failure in WasmStackEntryWrapperCache::CompileWrapper()	wasm-runtime	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	85b94cb942c3dc5cb275d8bb3ccfe2b995ac61db	2025-12-04T11:25:58+01:00	[task] Add ScopedBoostablePriority API	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	525553baaed9b4a86c0d9c81fdd4b7efc5dab921	2025-12-09T14:57:54+01:00	[csa] Add inline fast paths for CAST checks	compiler-other	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	2fe2d2e48189a042daef40dfb5ef8ac6b8921acd	2025-12-09T13:42:58+01:00	[fuzztest] Add more output to the fuzztest scripts	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	cb8d68dfc2fbb24fba6779673c2e7cf6bc43e449	2025-12-09T07:08:15-08:00	Revert "[csa] Add inline fast paths for CAST checks"	compiler-other	retained-by-path	Changed a screened engine path; diff triaged by subsystem after full-range enumeration. Present only on the newer endpoint side of the symmetric tag comparison.
v8/v8	e0052e7af9c98557d2e65431a9c070c7469c7b06	2025-12-09T15:16:44+01:00	[maglev][arm64] Ensure we zero-extend in Int32Multiply	other	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
